"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","wildernessArea","soilType"
"8112",2758,38,23,285,87,295,213,184,96,1999,1,29
"8113",2824,64,22,511,150,540,234,190,78,2416,1,24
"8114",2685,128,23,95,31,1440,251,218,81,722,1,30
"8115",2856,183,9,277,29,780,223,246,157,467,1,30
"8116",2780,13,8,124,4,1959,212,223,148,2652,1,23
"8117",2632,202,14,190,14,3073,213,252,171,1950,3,11
"8118",2898,156,12,268,79,2089,234,241,136,1027,3,32
"8119",2617,73,6,30,-10,891,227,229,136,1558,3,20
"8120",2734,137,28,182,-17,459,249,216,75,382,1,30
"8121",2763,219,29,150,72,1060,175,252,199,1813,3,4
"8122",2561,0,5,127,12,1556,213,231,156,1642,3,2
"8123",2686,41,9,90,12,108,221,221,134,2221,1,29
"8124",2879,112,21,335,108,577,250,213,81,1269,1,30
"8125",2744,99,11,247,56,256,238,225,117,2473,1,29
"8126",2724,62,16,242,50,256,232,206,102,2323,1,29
"8127",2793,65,15,376,127,390,233,208,103,2187,1,29
"8128",2569,93,5,430,22,1266,227,233,140,1461,3,2
"8129",2726,65,22,0,0,150,234,188,74,2154,1,30
"8130",2672,108,8,0,0,1436,235,231,128,1434,3,10
"8131",2836,172,25,30,9,497,227,242,131,1253,3,13
"8132",2790,97,20,85,11,2865,248,207,80,2184,1,29
"8133",2573,66,3,301,34,1357,222,233,147,1484,3,2
"8134",2900,233,7,180,14,1847,208,247,176,1626,3,33
"8135",2720,82,31,30,18,120,244,171,34,2460,1,30
"8136",2731,105,22,218,99,247,250,207,74,566,1,30
"8137",2935,41,13,42,9,4692,221,211,123,2080,1,23
"8138",2886,274,14,0,0,2026,183,243,199,1072,3,19
"8139",2898,225,4,90,12,1952,214,244,167,1595,3,23
"8140",2720,23,7,228,7,1249,216,225,145,2039,3,17
"8141",2906,181,13,576,61,2595,224,248,154,1852,3,26
"8142",2732,0,1,0,0,1527,217,236,156,2482,1,23
"8143",2656,156,14,0,0,1188,235,241,133,700,3,2
"8144",2768,85,29,120,30,277,246,176,38,1358,1,30
"8145",2733,335,17,95,20,1571,178,214,174,1248,3,10
"8146",2931,78,23,404,104,1154,242,191,66,457,1,30
"8147",2588,247,4,212,-8,300,212,242,168,6186,1,29
"8148",2801,186,19,362,105,845,220,250,155,1926,3,4
"8149",2827,180,10,210,27,2197,224,247,155,2156,3,26
"8150",2890,323,14,391,218,1159,183,224,181,716,3,32
"8151",2856,145,15,30,1,319,240,236,122,1123,3,33
"8152",2918,98,27,382,-56,457,252,190,48,1998,1,30
"8153",2730,64,28,0,0,108,232,171,52,1325,1,29
"8154",2705,288,10,0,0,1533,193,239,186,1048,3,23
"8155",2595,2,6,510,34,636,212,229,154,745,3,17
"8156",2735,11,10,532,112,2546,209,220,147,1565,3,32
"8157",2842,88,16,256,76,1637,242,213,96,1660,3,33
"8158",2854,72,23,569,180,589,239,190,71,2376,1,24
"8159",2897,236,5,90,11,1974,211,245,172,1614,3,23
"8160",2781,115,15,95,22,2059,245,224,103,957,3,13
"8161",2882,113,28,268,140,2067,254,199,52,540,3,13
"8162",2882,49,20,426,191,433,224,194,96,1544,1,29
"8163",2760,161,22,218,54,540,236,239,121,589,1,30
"8164",2697,259,10,60,2,1448,196,246,189,1095,3,23
"8165",2775,54,30,30,-3,192,222,163,55,1523,1,30
"8166",2557,190,11,60,-8,2285,220,248,161,2101,3,2
"8167",2696,120,26,42,10,3194,253,209,66,6124,1,30
"8168",2722,57,10,162,52,182,227,219,125,2089,1,29
"8169",2887,231,9,30,3,2083,205,249,180,1421,3,23
"8170",2637,144,11,190,-2,973,236,238,131,671,3,2
"8171",2722,76,14,240,34,240,237,213,105,2400,1,29
"8172",2611,157,12,60,0,785,233,242,138,1500,3,20
"8173",2932,51,16,134,17,4672,226,205,108,1921,1,29
"8174",2764,67,29,0,0,162,234,167,44,1385,1,29
"8175",2850,97,23,240,128,1905,250,200,65,638,3,13
"8176",2753,137,31,190,-57,571,249,212,67,362,1,30
"8177",2857,276,14,845,167,2220,181,242,200,1690,3,13
"8178",2881,340,9,170,2,1758,201,227,165,1381,3,32
"8179",2711,63,19,90,41,120,233,198,90,1605,1,29
"8180",2561,344,12,180,16,1426,195,220,164,1489,3,2
"8181",2874,57,25,400,192,408,228,178,69,1518,1,30
"8182",2642,77,4,30,-6,1074,226,231,141,1639,3,20
"8183",2928,164,18,525,96,646,233,243,133,1473,3,4
"8184",2967,83,26,417,140,1224,245,186,54,495,1,30
"8185",2713,68,21,108,69,124,236,193,79,1956,1,30
"8186",2859,205,27,150,63,1260,194,252,179,2795,3,4
"8187",2930,59,15,30,6,4710,230,207,106,1981,1,23
"8188",2553,81,12,446,50,1080,236,219,112,1456,3,11
"8189",2710,351,18,42,8,1523,185,206,157,1304,3,10
"8190",2834,280,24,592,73,1982,148,235,223,1921,3,13
"8191",2678,154,9,127,1,1218,231,241,141,1797,3,32
"8192",2805,146,10,90,5,2077,234,239,135,2244,3,17
"8193",2504,67,8,30,5,685,228,224,129,5621,1,18
"8194",2898,45,11,60,9,4774,223,217,127,1722,1,23
"8195",2823,79,22,400,167,418,243,194,70,1682,1,30
"8196",2812,82,13,124,49,1692,238,216,107,1618,3,33
"8197",2580,11,5,300,18,1495,215,230,152,1698,3,2
"8198",2820,41,5,42,0,1342,221,228,143,972,3,23
"8199",2721,27,8,30,6,1289,217,223,142,2259,3,11
"8200",2757,143,17,300,83,1680,242,234,116,972,1,30
"8201",2949,27,8,30,7,4669,217,222,141,2259,1,23
"8202",2720,271,10,30,5,1825,193,243,189,765,3,31
"8203",2944,180,19,679,112,618,223,248,149,1575,3,4
"8204",2683,83,6,30,-6,2604,228,230,137,2268,1,16
"8205",2781,83,33,153,95,175,244,166,24,1485,1,29
"8206",2928,184,19,558,96,671,221,249,153,1507,3,4
"8207",2780,350,9,95,4,1936,203,224,160,2674,1,23
"8208",2786,111,16,268,52,474,246,221,98,342,1,30
"8209",2735,330,13,108,17,1584,189,224,174,1240,3,10
"8210",2556,346,4,108,14,1560,212,233,159,1600,3,2
"8211",2698,84,7,30,-4,2356,231,227,129,564,3,31
"8212",2790,95,32,134,51,916,251,175,27,1343,3,13
"8213",2759,45,11,525,34,120,223,217,127,780,3,11
"8214",2767,351,12,450,90,2800,199,220,159,1412,3,32
"8215",2653,273,18,0,0,1489,171,242,210,871,3,33
"8216",2844,76,20,335,148,350,241,198,78,1463,1,30
"8217",2661,99,16,30,7,1443,245,216,95,693,1,30
"8218",2739,63,23,190,100,210,233,186,72,1714,1,30
"8219",2796,74,23,335,140,351,240,191,69,1710,1,30
"8220",2801,84,11,309,5,390,235,222,117,607,1,30
"8221",2898,230,7,120,12,1888,209,247,175,1579,3,23
"8222",2711,67,7,268,27,360,228,226,132,1057,3,11
"8223",2904,214,5,391,72,742,215,245,167,1544,3,11
"8224",2790,54,10,180,14,2024,226,218,125,2588,1,23
"8225",2923,167,16,360,85,808,231,244,140,2160,3,33
"8226",2730,155,13,60,0,2422,235,241,135,2269,3,11
"8227",2834,176,26,120,51,1080,223,243,135,2981,3,4
"8228",2956,270,2,90,14,4784,213,240,165,2250,1,29
"8229",2977,178,21,182,47,228,224,247,144,713,3,13
"8230",2805,109,11,180,18,618,239,228,119,192,1,30
"8231",2780,50,8,42,5,1753,224,223,134,2435,3,26
"8232",2818,340,5,30,1,1365,210,233,162,1114,3,23
"8233",2695,101,10,0,0,2778,237,227,120,2101,1,16
"8234",2735,58,22,201,56,216,230,188,80,1865,1,29
"8235",2821,49,13,30,-1,794,225,211,117,218,1,29
"8236",2821,111,14,277,68,1832,244,223,105,799,3,31
"8237",2892,324,10,30,9,1761,194,229,175,1495,3,23
"8238",2546,87,9,466,43,1050,233,226,125,1415,3,17
"8239",2907,197,13,595,62,2601,216,251,166,1832,3,26
"8240",2752,70,21,379,78,402,238,194,78,2372,1,29
"8241",2852,329,13,0,0,1600,187,223,175,1216,3,23
"8242",2758,71,36,124,87,150,233,146,13,1507,1,29
"8243",2803,68,23,201,132,212,237,189,72,1554,1,29
"8244",2709,158,8,0,0,1115,229,242,145,534,3,2
"8245",2845,343,13,466,104,1939,193,219,165,914,3,11
"8246",2724,70,5,342,29,175,225,230,140,872,3,11
"8247",2853,291,14,30,0,1963,181,237,196,1341,3,23
"8248",2734,65,23,162,103,162,234,187,72,993,1,30
"8249",2805,52,10,30,2,684,226,218,125,190,1,30
"8250",2928,294,6,216,21,5075,204,239,174,1744,1,23
"8251",2763,144,8,201,33,2591,232,239,138,2112,3,11
"8252",2719,61,6,297,30,255,225,228,137,942,3,11
"8253",2676,263,16,90,23,1380,179,246,205,1084,3,23
"8254",2900,140,8,182,57,600,233,238,137,1168,3,13
"8255",2885,105,33,255,141,2083,253,180,26,573,3,13
"8256",2909,76,19,361,82,1095,240,200,83,402,1,30
"8257",2898,15,7,67,7,1784,214,226,149,1539,3,32
"8258",2821,86,12,30,-7,1672,238,219,110,1825,3,17
"8259",2563,152,9,0,0,1383,232,240,139,1027,3,17
"8260",2827,144,18,120,24,2255,242,234,114,1181,3,13
"8261",2753,102,37,120,81,1415,252,167,9,959,3,13
"8262",2836,92,15,190,76,1548,242,216,99,1485,3,33
"8263",2869,285,25,564,117,1920,144,230,223,1984,3,13
"8264",2670,257,18,150,17,1318,175,248,210,1142,3,23
"8265",2899,249,4,30,1,4927,211,242,170,1602,1,23
"8266",2847,99,31,270,175,1304,252,180,31,865,3,13
"8267",2825,60,16,120,37,2079,231,205,102,2106,3,33
"8268",2780,76,26,182,92,201,242,181,53,1361,1,29
"8269",2815,62,22,268,137,285,233,190,80,1666,1,29
"8270",2924,160,14,240,69,516,233,242,136,997,3,32
"8271",2795,258,20,190,68,1604,170,247,214,2311,3,13
"8272",2880,54,10,361,54,815,226,218,125,1489,3,11
"8273",2907,182,18,85,6,216,223,249,152,886,3,32
"8274",2774,324,16,228,61,1705,177,221,182,1114,3,11
"8275",2708,62,8,192,21,270,227,223,130,984,3,11
"8276",2495,51,3,30,2,778,221,232,148,5568,1,16
"8277",2843,74,25,256,118,1956,240,184,59,551,3,13
"8278",2751,340,8,430,97,2715,204,229,164,1426,3,32
"8279",2893,83,4,210,2,1827,225,233,143,1398,3,32
"8280",2812,119,22,134,37,2097,251,215,81,1296,3,13
"8281",2798,59,22,210,119,240,230,187,78,1601,1,29
"8282",2499,70,7,0,0,671,228,226,132,5650,1,18
"8283",2579,45,7,488,20,1328,222,225,138,1599,3,11
"8284",2804,111,19,120,26,2147,249,216,87,1341,3,13
"8285",2955,81,8,30,5,4678,231,226,128,2182,1,23
"8286",2786,257,13,30,7,2208,188,248,197,858,3,31
"8287",2707,83,35,90,66,90,243,158,14,2191,1,30
"8288",2787,11,15,256,11,2016,203,207,139,2610,1,29
"8289",2878,142,14,60,2,228,240,236,122,1047,3,33
"8290",2741,65,13,268,64,272,232,214,112,2040,1,29
"8291",2762,320,15,190,49,1664,179,224,184,1154,3,11
"8292",2644,149,16,0,0,1183,239,237,122,726,3,2
"8293",2859,114,24,258,93,1902,253,208,69,1129,3,13
"8294",2736,85,6,0,0,1129,228,230,136,752,3,11
"8295",2698,103,16,30,8,1290,245,219,99,732,3,31
"8296",2712,160,12,0,0,2340,233,242,139,553,3,4
"8297",2726,125,22,90,-25,402,251,218,83,402,1,30
"8298",2802,82,20,90,40,1681,243,200,77,1565,3,33
"8299",2879,121,25,182,52,1050,253,211,70,306,1,30
"8300",2922,131,15,30,8,4825,243,231,112,1806,1,29
"8301",2796,95,8,30,4,685,234,228,126,127,1,30
"8302",2850,302,20,0,0,2160,161,227,205,930,3,19
"8303",2889,350,4,0,0,4846,212,233,158,1637,1,23
"8304",2881,337,17,371,209,1167,180,215,172,711,3,32
"8305",2870,311,16,618,104,2135,175,227,191,824,3,11
"8306",2896,206,25,499,189,591,196,253,180,1803,3,4
"8307",2851,55,23,361,179,391,227,184,78,1851,1,29
"8308",2673,339,10,0,0,3102,199,226,166,6213,1,30
"8309",2805,238,12,30,7,1831,198,250,189,1256,3,23
"8310",2790,85,30,247,131,270,246,176,37,1872,1,30
"8311",2762,76,29,192,101,212,241,173,42,1980,1,30
"8312",2865,116,15,124,11,2391,245,224,105,552,3,13
"8313",2928,78,17,85,4,4690,240,207,93,1950,1,29
"8314",2836,118,15,324,82,1794,244,226,107,849,3,13
"8315",2497,54,8,362,19,711,225,223,131,3705,1,18
"8316",2841,63,15,283,155,300,232,207,104,1426,1,30
"8317",2763,76,30,228,54,256,241,169,36,2021,1,30
"8318",2888,345,7,268,56,810,207,230,161,1500,3,11
"8319",2845,144,20,175,22,780,244,232,108,376,1,30
"8320",2835,91,13,210,72,1602,240,218,106,1574,3,33
"8321",2752,89,23,240,112,240,247,195,64,722,1,30
"8322",2782,48,12,277,7,309,224,213,120,805,1,30
"8323",2798,58,8,0,0,1015,226,224,132,2532,3,11
"8324",2939,104,19,150,41,2307,248,213,86,571,3,13
"8325",2924,55,16,42,0,4715,229,203,103,1956,1,29
"8326",2745,102,15,42,10,1591,244,219,100,2546,1,23
"8327",2858,130,20,258,83,1972,248,225,96,1296,3,13
"8328",2750,68,7,30,1,1676,227,226,133,2631,1,23
"8329",2797,51,20,395,124,400,226,192,92,2120,1,29
"8330",2781,31,18,162,123,175,212,197,115,1298,1,30
"8331",2630,120,21,42,14,1290,251,217,83,577,1,30
"8332",2779,110,15,85,18,2081,244,222,103,979,3,13
"8333",2694,251,13,124,0,1387,191,249,195,1150,3,33
"8334",2746,91,11,124,16,2516,237,223,117,2147,3,11
"8335",2787,17,17,295,74,1775,204,203,132,1048,3,11
"8336",2707,162,10,0,0,1103,230,243,144,516,3,2
"8337",2863,231,6,300,98,2106,210,246,173,765,3,31
"8338",2574,86,3,382,21,1354,224,234,145,1546,3,2
"8339",2844,92,17,228,84,1542,244,212,92,1511,3,33
"8340",2691,113,24,42,-12,210,252,208,69,570,1,30
"8341",2850,200,8,902,75,2311,217,247,165,1593,3,17
"8342",2885,197,12,509,43,2506,217,250,166,1921,3,26
"8343",2820,30,19,437,143,446,211,196,116,2123,1,29
"8344",2816,162,7,646,44,2114,227,242,148,1802,3,17
"8345",2828,93,16,180,65,1608,243,214,96,1549,3,33
"8346",2839,201,23,350,112,1712,204,253,173,2191,3,13
"8347",2860,358,15,418,188,1115,196,211,152,658,3,32
"8348",2765,53,29,313,92,323,221,163,56,2026,1,29
"8349",2771,355,12,404,76,2885,201,219,156,1332,3,32
"8350",2748,326,10,30,6,2015,195,229,173,745,3,31
"8351",2910,128,25,300,83,1024,251,216,78,430,1,30
"8352",2717,233,15,120,22,1482,194,252,193,1172,3,23
"8353",2795,108,16,270,8,503,245,220,98,319,1,30
"8354",2896,28,6,95,5,1798,218,228,146,1514,3,32
"8355",2872,90,28,408,226,426,249,184,45,1899,1,30
"8356",2744,96,17,30,-7,458,245,214,92,351,1,30
"8357",2905,99,29,300,172,2010,252,186,40,547,3,13
"8358",2944,45,4,0,0,4738,221,231,147,2151,1,23
"8359",2837,124,14,210,16,2177,242,229,114,2205,3,26
"8360",2663,108,28,67,-28,150,254,196,50,630,1,30
"8361",2692,71,24,108,49,120,238,187,66,1979,1,30
"8362",2706,118,19,228,90,1440,249,219,90,750,1,30
"8363",2756,59,22,228,117,240,230,187,78,1682,1,30
"8364",2878,226,15,450,46,847,198,253,189,1673,3,4
"8365",2801,73,13,150,79,1956,235,214,108,698,3,13
"8366",2755,43,12,458,34,60,222,213,124,721,3,17
"8367",2765,65,25,309,97,323,234,181,65,2148,1,29
"8368",2758,145,11,170,28,2574,236,238,132,2108,3,11
"8369",2890,101,6,242,0,1868,230,232,135,1392,3,32
"8370",2904,307,7,67,-4,5008,200,236,176,1573,1,29
"8371",2803,65,16,60,14,2100,233,205,98,2089,3,23
"8372",2563,90,4,256,21,1276,226,233,143,1347,3,2
"8373",2643,113,24,67,27,1320,253,208,69,607,1,30
"8374",2987,118,28,417,242,1931,254,202,55,751,3,13
"8375",2962,160,17,480,124,685,235,241,131,2084,3,33
"8376",2838,61,29,331,166,361,229,166,50,1822,1,29
"8377",2696,68,24,85,10,124,236,184,67,2008,1,30
"8378",2731,279,9,30,5,1888,196,241,184,767,3,31
"8379",2636,145,15,30,-12,1199,239,237,123,755,3,2
"8380",2824,94,25,376,171,390,250,193,56,1832,1,30
"8381",2893,195,11,1100,227,2490,218,249,164,1426,3,34
"8382",2634,130,4,120,-5,1074,226,237,146,752,3,17
"8383",2817,76,19,390,107,395,240,202,85,1621,1,30
"8384",2747,273,14,60,11,1464,182,243,200,2419,1,29
"8385",2716,51,6,216,21,150,223,226,138,841,3,11
"8386",2557,353,8,67,4,1622,207,227,158,1697,3,2
"8387",2685,18,9,30,0,2347,213,220,144,607,3,31
"8388",2716,95,24,192,62,228,250,197,63,577,1,30
"8389",2750,41,22,256,71,268,216,186,95,1972,1,29
"8390",2792,122,18,85,28,2063,247,223,98,1041,3,13
"8391",2814,143,9,607,42,2088,234,238,135,1834,3,17
"8392",2696,330,29,30,20,3108,141,192,184,6215,1,16
"8393",2751,80,33,150,96,150,242,163,24,1694,1,30
"8394",2790,71,28,175,114,182,237,174,49,1524,1,29
"8395",2725,81,27,162,81,182,244,180,47,1945,1,30
"8396",2735,107,9,30,5,495,236,229,124,2490,3,17
"8397",2918,179,22,108,10,234,223,247,145,859,3,13
"8398",2788,81,30,242,129,268,244,173,37,1844,1,30
"8399",2808,75,25,108,52,1492,241,183,58,1342,3,33
"8400",2831,109,19,212,67,1936,249,215,87,1041,3,13
"8401",2520,77,6,150,-3,618,228,228,134,5540,1,18
"8402",2578,9,5,297,22,1471,215,230,153,1661,3,2
"8403",2864,248,13,60,11,2052,193,249,194,1294,3,23
"8404",2814,55,32,330,149,351,220,155,44,1841,1,29
"8405",2704,31,4,210,5,30,219,230,148,703,3,17
"8406",2623,163,13,0,0,1231,232,243,140,815,3,2
"8407",2781,135,8,0,0,1812,233,237,136,2379,3,17
"8408",2674,10,8,30,1,1295,211,224,149,1801,3,20
"8409",2896,324,12,390,224,1170,188,226,178,732,3,32
"8410",2888,111,7,301,56,750,232,233,134,1471,3,11
"8411",2847,132,25,741,69,2236,250,218,80,1684,3,13
"8412",2901,14,12,30,4,4884,209,216,143,1668,1,23
"8413",2937,112,21,474,-79,600,251,212,79,1830,1,30
"8414",2866,286,16,808,176,2190,175,238,203,1723,3,13
"8415",2847,64,23,350,151,362,234,187,73,1476,1,30
"8416",2962,303,8,0,0,1631,198,236,178,1550,3,19
"8417",2814,143,22,124,65,2042,245,230,102,895,3,13
"8418",2834,63,29,295,184,309,231,169,51,1471,1,30
"8419",2806,48,6,216,9,480,222,227,140,591,1,30
"8420",2566,106,6,408,27,1245,231,232,135,1423,3,2
"8421",2803,139,22,134,-19,693,247,227,96,301,1,30
"8422",2844,119,19,216,69,2014,249,220,91,1294,3,13
"8423",2773,66,9,0,0,824,229,221,124,2546,3,17
"8424",2716,5,16,42,4,1284,197,206,144,2232,1,23
"8425",2879,41,10,382,47,760,222,217,130,1436,3,11
"8426",2856,213,19,360,173,1101,199,254,185,1846,3,4
"8427",2788,61,26,180,105,210,231,178,65,1572,1,29
"8428",2948,143,26,366,203,1961,246,224,88,800,3,13
"8429",2743,91,14,30,8,1612,241,218,104,2567,1,23
"8430",2877,38,8,351,45,720,220,222,137,1414,3,11
"8431",2694,58,13,0,0,1207,229,211,113,2151,1,23
"8432",2778,29,6,30,3,1749,218,227,145,2423,3,17
"8433",2791,124,7,0,0,1879,232,235,136,2349,3,17
"8434",2720,158,24,42,17,2304,238,236,114,598,3,4
"8435",2812,34,10,60,-8,1693,219,218,134,1758,3,17
"8436",2750,76,49,150,94,162,221,101,0,1358,1,30
"8437",2933,91,9,30,9,4705,235,226,122,2006,1,23
"8438",2675,91,24,127,42,150,248,193,59,658,1,30
"8439",2662,110,23,127,46,1350,252,208,72,648,1,30
"8440",2744,60,13,351,70,376,230,213,114,2347,1,29
"8441",2851,157,8,330,23,2295,229,241,145,2106,3,26
"8442",2832,329,11,30,5,1523,194,227,173,1194,3,23
"8443",2873,321,13,150,35,1706,185,227,181,1368,3,32
"8444",2673,255,18,180,20,1298,175,248,209,1172,3,33
"8445",2793,57,26,324,114,342,227,175,64,1911,1,29
"8446",2770,92,13,216,36,430,240,219,107,376,1,30
"8447",2852,335,7,495,109,1967,205,231,165,892,3,11
"8448",2948,182,17,624,116,633,223,249,152,1476,3,4
"8449",2762,17,16,270,49,2639,206,206,134,268,3,31
"8450",2779,22,4,30,2,1714,217,230,150,2430,3,17
"8451",2949,78,10,124,25,4603,234,221,118,2131,1,23
"8452",2918,182,20,127,17,258,222,248,150,872,3,13
"8453",2741,304,9,218,51,1492,196,236,180,2087,3,11
"8454",2904,313,9,30,7,4949,195,233,178,1608,1,23
"8455",2819,62,18,283,149,306,232,199,92,1703,1,29
"8456",2918,158,12,484,86,664,233,242,138,1482,3,4
"8457",2803,27,13,108,8,1681,214,212,132,1626,3,31
"8458",2640,145,11,124,0,1040,236,238,132,693,3,2
"8459",2764,150,18,324,100,1680,241,236,118,977,1,30
"8460",2920,113,13,30,6,4860,242,226,110,1765,1,23
"8461",2782,127,16,108,28,2029,245,228,106,850,3,31
"8462",2840,116,28,190,98,2151,254,201,54,484,3,13
"8463",2872,157,16,242,121,2010,236,241,130,805,3,13
"8464",2751,83,23,42,-8,201,245,194,67,2249,1,30
"8465",2787,78,28,180,107,180,242,177,46,1475,1,29
"8466",2564,328,6,216,19,1461,205,233,167,1559,3,2
"8467",2680,189,9,0,0,1168,221,247,160,607,3,2
"8468",2796,228,20,277,95,738,187,254,198,2018,3,4
"8469",2711,27,7,218,12,85,218,225,144,774,3,11
"8470",2766,38,5,85,-3,1813,220,228,144,2800,1,29
"8471",2649,118,25,60,11,1350,253,209,69,633,1,30
"8472",2766,39,23,216,117,1310,215,184,95,878,3,13
"8473",2926,196,11,666,82,2689,217,249,165,1764,3,26
"8474",2737,58,16,272,69,300,230,203,101,2207,1,29
"8475",2783,147,19,270,-39,666,242,235,114,454,1,30
"8476",2880,155,16,190,57,2151,237,240,128,934,3,32
"8477",2709,298,11,212,11,1396,188,236,188,2112,3,17
"8478",2805,113,9,42,9,2321,236,231,126,1256,3,13
"8479",2895,113,10,234,41,2257,238,229,120,685,3,32
"8480",2571,319,4,277,18,1434,208,235,166,1579,3,2
"8481",2718,51,29,30,0,95,219,165,61,1415,1,30
"8482",2844,96,19,424,91,1682,246,210,85,819,3,13
"8483",2733,90,5,60,-1,1364,227,232,139,2315,1,23
"8484",2880,100,29,301,208,1243,253,187,40,793,3,13
"8485",2812,71,25,277,130,283,238,182,60,1396,1,29
"8486",2835,216,20,309,151,1100,195,254,189,1825,3,4
"8487",2901,328,10,0,0,4914,195,228,172,1650,1,23
"8488",2767,93,24,256,118,268,249,196,63,1860,1,30
"8489",2860,100,32,272,188,1271,253,179,29,819,3,13
"8490",2934,59,12,60,7,4667,229,214,116,2072,1,23
"8491",2905,329,1,30,-3,4948,215,237,159,1714,1,23
"8492",2569,350,11,150,41,816,200,221,160,1276,3,11
"8493",2775,135,26,153,-35,603,250,219,81,323,1,30
"8494",2590,41,10,516,23,1353,222,217,130,1651,3,11
"8495",2828,222,18,295,140,1087,194,254,192,1830,3,4
"8496",2859,165,15,247,108,1980,232,244,138,860,3,13
"8497",2751,99,20,323,130,1533,248,208,80,854,1,30
"8498",2800,120,5,0,0,1943,229,235,140,2408,3,17
"8499",2778,144,20,351,104,1740,244,232,108,1036,1,30
"8500",2573,68,4,446,19,1312,224,231,142,1538,3,2
"8501",2729,27,7,390,30,90,218,225,144,780,3,11
"8502",2800,342,15,323,73,1798,187,216,166,1024,3,11
"8503",2747,100,18,242,68,313,247,212,87,499,1,30
"8504",2812,225,8,216,78,1597,209,248,176,2310,3,4
"8505",2819,158,10,30,4,1983,231,242,141,2405,3,17
"8506",2638,158,8,90,-1,1082,229,242,145,721,3,2
"8507",2761,67,20,134,80,153,236,197,85,1318,1,29
"8508",2763,58,22,240,121,242,230,187,79,1652,1,30
"8509",2930,54,8,30,2,4697,225,222,130,2055,1,23
"8510",2790,54,18,362,127,379,228,199,98,2201,1,29
"8511",2856,115,32,228,123,2094,254,191,38,481,3,13
"8512",2720,59,19,162,41,175,230,196,90,1852,1,29
"8513",2695,21,19,42,1,1200,205,197,124,2148,1,23
"8514",2909,198,17,272,71,939,213,252,169,2308,3,33
"8515",2975,144,20,433,224,1905,244,232,108,853,3,13
"8516",2801,85,22,175,63,324,245,198,71,1353,1,30
"8517",2599,88,8,503,-40,680,233,227,126,708,3,17
"8518",2709,291,9,60,9,1790,194,239,184,674,3,31
"8519",2686,120,22,0,0,1148,251,216,81,2090,1,30
"8520",2813,31,14,124,13,1712,216,209,126,1638,3,31
"8521",2889,110,8,247,-1,1894,234,231,129,1410,3,32
"8522",2788,49,25,323,114,335,221,178,78,1962,1,29
"8523",2706,272,12,42,8,1550,187,243,195,983,3,23
"8524",2883,131,13,192,45,2187,241,232,118,812,3,32
"8525",2885,89,31,270,160,2016,248,172,28,524,3,13
"8526",2810,118,16,192,54,1950,246,224,103,892,3,13
"8527",2958,134,25,376,213,1994,250,220,82,760,3,13
"8528",2893,27,1,255,61,866,218,236,155,1543,3,11
"8529",2788,21,8,30,1,916,215,223,145,2505,3,11
"8530",2739,84,7,0,0,1445,231,227,129,2398,1,23
"8531",2781,70,5,201,5,1968,225,230,140,2652,1,29
"8532",2726,68,9,0,0,735,230,221,124,2122,3,17
"8533",2830,90,32,180,105,2055,249,173,28,457,3,13
"8534",2763,153,4,216,33,2620,225,240,150,2053,3,11
"8535",2738,32,7,513,39,90,219,224,142,771,3,11
"8536",2951,22,5,60,6,4639,217,229,149,2274,1,23
"8537",2843,217,7,847,71,2251,212,247,171,1652,3,17
"8538",2846,105,29,218,91,782,253,191,44,1273,3,13
"8539",2487,114,3,30,-3,841,224,236,147,5399,1,18
"8540",2739,40,7,0,0,560,221,224,138,2460,3,17
"8541",2712,59,11,120,44,150,228,216,119,2097,1,29
"8542",2673,142,11,108,0,1242,236,238,131,1781,3,32
"8543",2797,81,32,190,125,1338,243,166,27,882,3,13
"8544",2693,125,28,124,-39,319,253,207,61,503,1,30
"8545",2796,71,13,190,141,201,234,214,110,1364,1,30
"8546",2784,99,16,30,0,1471,244,217,97,1740,3,11
"8547",2824,356,15,390,89,1867,196,213,154,966,3,11
"8548",2815,30,14,391,49,1906,215,208,126,912,3,11
"8549",2719,67,25,150,72,150,235,180,61,1690,1,30
"8550",2734,32,9,430,106,2568,218,221,139,1471,3,32
"8551",2892,143,15,256,79,2106,240,235,120,1106,3,32
"8552",2796,27,6,0,0,999,217,226,145,2509,3,11
"8553",2791,56,19,0,0,228,229,197,94,1448,1,29
"8554",2563,135,1,228,26,1289,221,238,153,1342,3,2
"8555",2577,36,4,319,23,1442,220,230,147,1632,3,2
"8556",2721,142,30,175,73,454,246,216,74,404,1,30
"8557",2918,283,8,124,4,4742,197,241,183,1837,1,23
"8558",2845,108,14,366,91,1752,243,223,107,860,3,13
"8559",2836,58,17,240,53,1931,230,202,99,1998,3,33
"8560",2709,71,22,108,52,108,238,192,74,973,1,30
"8561",2899,49,5,108,8,1825,222,229,143,1529,3,32
"8562",2713,93,20,95,9,272,247,206,80,532,1,30
"8563",2765,27,15,272,52,2640,212,207,128,256,3,31
"8564",2863,129,10,30,-1,1736,237,234,127,2068,3,17
"8565",2833,105,14,90,10,815,243,222,106,285,1,30
"8566",2786,107,10,60,11,2205,237,228,121,1326,3,13
"8567",2681,91,26,85,37,90,249,189,52,912,1,30
